,Unnamed: 0,Unnamed: 0.1,hmid,wid,reflection_period,original_hm,modified,num_sentence,ground_truth_category,predicted_category,match,sentence
418,176390,83596,111723.0,455.0,24h,"Somehow I ended up with the best parents in the world. Iave always been grateful to have them, and I know that Iam the badass I am today in large part because of them.

Most people would consider themselves fortunate to have great parents. However, I ended up with the coolest grandparents ever, as well. My last living grandparent died more than 16 years ago, but I think of all of them often.

But I never had the opportunity to meet one of my grandparents. My dadas mom, Florence, died in 1979, six years before I was born. My grandpa George remarried shortly after my birth, and his second wife, a saintly, kind woman named Marie, became my grandma, and I loved her as much as all of my biological grandparents.

Iave often wondered about Grandma Florence though.
She was just fifty-seven years old when she died, and Iam ashamed to say that I donat remember if it was from ovarian cancer or cervical cancer. I think ovarian. Whatever the cause, she died way too young.

But just because I never met her doesnat mean that she hasnat had an impact on my life. She has probably impacted my life more than any other person who Iave never met. That might not make sense, but let me explain.

I donat remember how old I was when I learned that Grandpa George had a wife, and my dad had a mom, who Iad never met. I suspect I was six or seven-years-old, but I donat remember learning that information for the first time. It seems like something I always knew, even though Iam sure it isnat.

I remember seeing pictures of her, and once visiting her grave. My sisteras middle name is Florence, and I knew why.

The earliest impact that I recall Grandma Florence having on my life came one rainy night when I was nine or ten-years-old. My dad, my two sisters and I were in the car and joking around. I donat remember what we were talking about, but at some point the conversation turned to wishes. If we could have just one wish, what would it be?

Iam sure my sisters and I wished for common kid stuff: a million dollars, school to be canceled, a TV in my room. Real dumb stuff to waste a wish on.

And then we asked my dad what head wish for. And he said, aI wish my mom was still alive so she could meet you guys and see how proud I am of you.a

Holy cow.

The joking atmosphere in the car immediately became more somber, and I donat remember if any of us said anything. But I remember thinking to myself, aHe sure must love us if heas going to use his one wish for that.a

I knew he loved us. Despite his occasional moodiness, none of us ever questioned that we were the most important part of his life. He and my mom told us they loved us often, and that they were glad to have us. But his wish just seemed to kick things up a notch.

Since that night, whenever I think of Grandma Florence I think of that conversation in the car, and Iam reminded once again just how much my parents love us. And that never ending, unconditional love has provided so much support for me over the years that I have no doubt itas the foundation of every single positive thing I do in my life.

I think itas also the reason that I feel such a devotion to my kids and to my wife. I know how it feels to never have to wonder if anyone loves you completely and unconditionally. Iave known that all my life. And I want them to know it, also. I never want them to wonder if thereas anyone who loves them so completely.

In sixty-two days, on August 10, it will be the 100th anniversary of Grandma Florenceas birth. I donat know if anyone else has plans to celebrate it, but in my house weall get an ice cream cake, and weall sing Happy Birthday. And Iall tell my kids the few things I know about Grandma Florence, and Iall tell them the story of that night in the car.

And Iall do my best to make them feel as loved as I did when I heard my dadas wish.",False,44.0,affection,affection,39.0,Iave known that all my life.
916,192750,97637,125848.0,1523.0,24h,after dancing with her she asked my number so that she can call me ........i asked her why should i give you my number i don't know much about you ...how can i trust you...she smiled and said.....you know your facebook friend pinky...i said yes....she asked ..do you saw her any time are any were ...i said no...she replied that is me .....mr.lover boy...i was just like haaaaaaaaaaaa.......Doing something for others can be hugely motivating....i just helped her in filling online form.....i con't discribe my happines...that make me really happy,False,1.0,,affection,9.0,she replied that is me .
391,44537,36295,64168.0,5166.0,3m,"I successfully fixed an ignition issue on my old car without asking for help, just using YouTube tutorials and borrowed tools. ",True,1.0,achievement,achievement,0.0,"I successfully fixed an ignition issue on my old car without asking for help, just using YouTube tutorials and borrowed tools."
1135,10427,8301,36032.0,13141.0,24h,"I got to eat Wingstop, my favorite wing place ever. I got three of my favorite flavors with french fries. It was just what I was craving and made my belly full and satisfied. ",True,3.0,,enjoy_the_moment,1.0,I got three of my favorite flavors with french fries.
248,28230,23362,51161.0,2271.0,24h,Read a really fun story. ,True,1.0,,leisure,0.0,Read a really fun story.
797,45650,37187,65068.0,973.0,3m,"After long time, i find time for myself. Normally i prefer to stay alone sometimes. One of my cousin was got married in January. So all my family went there to attend the event. That period made me feel like heaven for almost 10 days. It was amazing experience and i have enjoyed it to full extent.",True,6.0,,affection,5.0,It was amazing experience and i have enjoyed it to full extent.
814,40407,33201,61055.0,11354.0,3m,"After spending several years as a student and missing out on many things with my family, my family was able to take a short vacation over spring break. We traveled to a cabin in a beautiful forest area and spent three nights on the river and hiking. ",True,2.0,,affection,0.0,"After spending several years as a student and missing out on many things with my family, my family was able to take a short vacation over spring break."
1279,178737,85706,113845.0,1049.0,24h,Getting to go home early from work and not dealing with traffic on the way there.,True,1.0,,enjoy_the_moment,0.0,Getting to go home early from work and not dealing with traffic on the way there.
363,43467,35516,63383.0,5083.0,3m,Being able to sort through all the clutter and find a system of organization that makes me fell less reactive.,True,1.0,,achievement,0.0,Being able to sort through all the clutter and find a system of organization that makes me fell less reactive.
18,139439,53164,81107.0,416.0,3m,Getting birthday texts from people whom I like very much surprise. Good surprise.,True,2.0,bonding,bonding,1.0,Good surprise.
973,188417,94045,122241.0,2270.0,24h,I took my friend's dog on a walk after she has recovered from a slipped disc in her neck.,True,1.0,,bonding,0.0,I took my friend's dog on a walk after she has recovered from a slipped disc in her neck.
450,194900,99391,127612.0,2347.0,24h,"I was given a compliment by a difficult client after finishing their work. They said some nice things briefly, and I felt really happy",True,2.0,,achievement,0.0,I was given a compliment by a difficult client after finishing their work.
1396,47254,38396,66286.0,9987.0,3m,I bought new items for the house and was able to clean and fix up a few items.  After completing updates to my house and it looking much better it made me happy.,True,2.0,,achievement,1.0, After completing updates to my house and it looking much better it made me happy.
431,195928,100123,128350.0,1032.0,24h,"LAST SUMMER HOLIDAY WAS AN UNFORGETTABLE MOVEMENT , WE VISITED MANY PLACES . WE ENJOYED OUR EXCURSION WITH ENJOY AND BEAUTIFUL . THAT HOLIDAYS WERE USEFUL FOR US TO WENT A LONG TRIPS AND ENJOYABLE FOR US .",True,3.0,,bonding,1.0,WE ENJOYED OUR EXCURSION WITH ENJOY AND BEAUTIFUL .
232,17517,13920,41677.0,1538.0,24h,"There was a big thunderstorm during the day, and our power stayed on. It was really cozy.",True,2.0,,nature,0.0,"There was a big thunderstorm during the day, and our power stayed on."
335,7365,5936,33655.0,6229.0,24h,In the last 24 hours I have been praised and given an additional raise for my performance in my new promotion. I was promoted from a cashier to a merchandiser and running a department to the human resources coordinator and cash office associate. I have been so happy to finally take a step closer yo my long term career goals. ,True,3.0,,achievement,0.0,In the last 24 hours I have been praised and given an additional raise for my performance in my new promotion.
852,135153,49743,77678.0,40.0,3m,"Yes, one month before me and my girlfriend Jessica went to zoo. We had great time and we enjoyed lot and we did cycle ride and visited all of the animals and birds. Suddenly I met my office friend mercy. I spoke with her and discussed about office email issues regarding client inputs. I talked with her more than ten mins. but my girlfriend Jessica is not happy because she got possessive!!!. Jessica reacted some different way so i understood. I said to mercy ""ok ok we will discuss in office you will enjoy the zoo trip"" she also moved, finally jessica got angry and got fight with me. I make her understood and clearly explained about that discussing. She got understood and smiled.  I'm also happy about her understanding character. Very happy and thank you.",True,12.0,,affection,1.0,We had great time and we enjoyed lot and we did cycle ride and visited all of the animals and birds.
72,45365,36962,64843.0,3936.0,3m,The first nice weather day I took my Jeep out and was able to drive around with the roof and doors off.,True,1.0,,affection,0.0,The first nice weather day I took my Jeep out and was able to drive around with the roof and doors off.
625,20620,16525,44295.0,858.0,24h,I got to play some call of duty black ops yesterday. I thought my xbox controller was broken but it totally worked and I got to play for a few hours! ,True,2.0,leisure,leisure,0.0,I got to play some call of duty black ops yesterday.
811,144173,57114,85083.0,136.0,3m,"it's been a
year i thought im already over with her, but im wrong.so wrong.
i'm still the guy who's madly inlove with her.i could still
remember the sweet smiles that picture in her face.",False,2.0,affection,affection,1.0,so wrong.
588,169229,77647,105746.0,1730.0,3m,I went fishing past week and caught a 10 pound catfish. ,True,1.0,,achievement,0.0,I went fishing past week and caught a 10 pound catfish.
692,188785,94380,122577.0,4268.0,24h,"I had time to work in my garden this afternoon, getting the beds ready for planting.",True,1.0,,achievement,0.0,"I had time to work in my garden this afternoon, getting the beds ready for planting."
220,189603,95071,123269.0,579.0,24h,I hung out with a friend for a while earlier.,True,1.0,,bonding,0.0,I hung out with a friend for a while earlier.
838,6775,5471,33187.0,932.0,24h,Went for shopping with parents.,True,1.0,,affection,0.0,Went for shopping with parents.
348,144876,57681,85654.0,4012.0,3m,I was at my son's lacrosse practice last night and saw him really trying hard and doing his best. I was happy because I hadn't seen him work that hard before.,True,2.0,,affection,0.0,I was at my son's lacrosse practice last night and saw him really trying hard and doing his best.
198,193774,98549,126766.0,2002.0,24h,Eating yemista. A greek traditional recipe.,True,2.0,,achievement,1.0,A greek traditional recipe.
169,149742,61603,89592.0,10043.0,3m,Moving into a new home.,True,1.0,,achievement,0.0,Moving into a new home.
793,20621,16525,44295.0,858.0,24h,I got to play some call of duty black ops yesterday. I thought my xbox controller was broken but it totally worked and I got to play for a few hours! ,True,2.0,leisure,leisure,1.0,I thought my xbox controller was broken but it totally worked and I got to play for a few hours!
206,14320,11257,38999.0,916.0,24h,I went to the gym and had a good workout.,True,1.0,,exercise,0.0,I went to the gym and had a good workout.
320,16977,13444,41198.0,5660.0,24h,Yesterday i spent the night out with friends and we had a few drinks.,True,1.0,,bonding,0.0,Yesterday i spent the night out with friends and we had a few drinks.
832,42331,34638,62503.0,86.0,3m,Met some senior executives from my company and the meeting seemed to go really well. ,True,1.0,,achievement,0.0,Met some senior executives from my company and the meeting seemed to go really well.
1092,17377,13794,41551.0,823.0,24h,Happiness Happens Day.[11][12] In 1999 the Society declared August 8 as Admit You're Happy Day (now Happiness Happens Day). The idea was inspired by the event that happened the previous year on the same date- the first member joined the Society. In 1998 the Society asked the governors in all 50 states for a proclamation. Nineteen of them sent proclamations,True,5.0,,enjoy_the_moment,1.0,[11][12] In 1999 the Society declared August 8 as Admit You're Happy Day (now Happiness Happens Day).
944,40772,33448,61305.0,357.0,3m,I bought a new car.,True,1.0,,achievement,0.0,I bought a new car.
1120,35931,30064,57905.0,1445.0,24h,My kids cleaned up the house while my husband took me out for a couple hours.,True,1.0,,affection,0.0,My kids cleaned up the house while my husband took me out for a couple hours.
599,133256,48219,76150.0,394.0,3m,We got a new co worker at work three weeks ago and he is much more enjoyable to be around then the last person at his position. ,True,1.0,,bonding,0.0,We got a new co worker at work three weeks ago and he is much more enjoyable to be around then the last person at his position.
563,152473,63927,91931.0,12617.0,3m,When i purchased a new Smartphone it made me very happy as its having all latest features and bigger screen size than my previous one.I was so happy that i had ordered food from restaurant to celebrate my happiness.,True,1.0,,achievement,1.0,I was so happy that i had ordered food from restaurant to celebrate my happiness.
884,150388,62152,90145.0,712.0,3m,I became an uncle.,True,1.0,affection,affection,0.0,I became an uncle.
1298,190177,95624,123824.0,2529.0,24h,"I bought a new pair of pants.   They fit absolutely perfect.  A rarity fi forf me, im still giddy.",False,3.0,,achievement,1.0,  They fit absolutely perfect.
865,10490,8334,36065.0,40.0,24h,Yesterday 19:00 PM. My childhood friend monisha was asked me to we will go some restaurant. I agreed and we went to big restaurant. Me and monisha had lot of food and juice. Finally we finished all of food. Then we were waited for bill. I was planned to pay the bill but my friend monisha agreed to pay. So I'm happy for this. I saved money. Next time i will pay the bill. Because next month i will get salary so. I can use to pay with salary. Bank savings will not affect. So I'm very happy. Jolly jolly!!!,True,16.0,,bonding,0.0,Yesterday 19:00 PM.
493,193893,98653,126870.0,9612.0,24h,Going home and addressing my bed bug issue.,True,1.0,,enjoy_the_moment,0.0,Going home and addressing my bed bug issue.
697,156028,66808,94836.0,567.0,3m,"I got to see my brother and make my family some steaks for Mother's day, and the weather was warm and sunny.",True,1.0,,affection,0.0,"I got to see my brother and make my family some steaks for Mother's day, and the weather was warm and sunny."
1155,47853,38872,66764.0,7186.0,3m,"This past month, I got to visit my family back home. This made me really happy because I missed them and wanted to see them. We all were happy to see each other. ",True,3.0,,affection,1.0,This made me really happy because I missed them and wanted to see them.
1123,146461,58942,86919.0,1777.0,3m,Hardees put a swath of coupons in our local paper and as someone who enjoys a good deal and also had little experience with Hardees it was fun to order a bunch of different items over the past week. I really like their frisco burger it turns out!,True,2.0,enjoy_the_moment,enjoy_the_moment,0.0,Hardees put a swath of coupons in our local paper and as someone who enjoys a good deal and also had little experience with Hardees it was fun to order a bunch of different items over the past week.
230,157743,68188,96229.0,13041.0,3m,"I found a little kitten across the street who was being neglected and abused and so I took him into our home.  He is the cutest, sweetest little love-bug that loves to play and cuddle.  The best thing was that he became an instant playmate for my older cat Tommy, who up until little kitty came around, was often ansy with boredom.  Now Tommy and little kitty seem to be as happy and content with each other as can be, which of course makes me the happiest of the three.  Little kitty's new name is cupcake.",True,5.0,,affection,3.0," Now Tommy and little kitty seem to be as happy and content with each other as can be, which of course makes me the happiest of the three."
95,3997,3286,30981.0,1064.0,24h,I was very happy that my husband purchased tickets for me to a live concert dinner for my birthday. I have always wanted to visit that restaurant and he was able to give it to me as a birthday present. I was very happy and am very ecstatic to go to the concert.,True,3.0,,affection,0.0,I was very happy that my husband purchased tickets for me to a live concert dinner for my birthday.
827,137057,51197,79135.0,10488.0,3m,"Feeling the conclusion of a settlement from a car accident that occurred a year ago. My wife had been banged up pretty much and had back issues due to the accident. One year later, which concluded in April of this year. We had a settlement notification from our lawyers. That made me feel happy.",True,5.0,,achievement,2.0,"One year later, which concluded in April of this year."
1384,57769,46457,74380.0,2042.0,3m,I was happy when I volunteered at the high school's teacher appreciation luncheon and had so many teachers and administrators come up to me to tell me what a wonderful kid I had.,True,1.0,,enjoy_the_moment,0.0,I was happy when I volunteered at the high school's teacher appreciation luncheon and had so many teachers and administrators come up to me to tell me what a wonderful kid I had.
763,10452,8314,36045.0,2328.0,24h,"My last 24 hours were not very eventful.  I'm really stretching here as the past 24 hours have been very routine for me.  However yesterday, I did finish a project at work.  I'm a Unix server administrator.  As part of my job, over the many years I've done this line of work, I have developed a number of computer programs (mostly Perl and shell scripts) to automate this and that.  Some are small some are big.  Because of a module that most of programs use has been deprecated from Perl, and because Red Hat 7, the operating system and version we are moving the servers at work to, no longer comes with that Perl module, a whole lot of my programs were going to break.  There is another module that does the job with a few tweaks to each program.  Over the past few days I have been editing all of my programs to update that module and a few other things.  I finished that today.  It is a nice feeling of accomplishment to finish something.  it was not a major project, but it's still an accomplishment.  I'll take that!",True,13.0,,achievement,8.0, Over the past few days I have been editing all of my programs to update that module and a few other things.
192,173327,81017,109128.0,7427.0,3m,I received a supervisor position at my job.,True,1.0,,achievement,0.0,I received a supervisor position at my job.
883,179223,86106,114249.0,313.0,24h,Everything else becoming more interesting when its exam time enjoying the moment. when i heared the announcement of exam time table. at that time. i felt little tensed for preparation. But after completed all the exams .I really felt free with bliss full.,True,5.0,,achievement,2.0,at that time.
1237,132240,47523,75449.0,1574.0,3m,I celebrated my uncle's birthday and it was amazing to spend time with him again.,True,1.0,,affection,0.0,I celebrated my uncle's birthday and it was amazing to spend time with him again.
1295,34997,29226,57060.0,973.0,24h,"Yesterday, before going to restaurant we went to orphanage to donate some clothes to the needy. There we met some old age people and spent some time with them. They were really happy for the time spent with them. That gives me a lot of happiness and satisfaction. ",True,4.0,bonding,bonding,2.0,They were really happy for the time spent with them.
268,154407,65506,93523.0,665.0,3m,"One of my coworkers, brought me a hot chocolate to work this morning.",True,1.0,,bonding,0.0,"One of my coworkers, brought me a hot chocolate to work this morning."
1062,14367,11296,39038.0,11676.0,24h,I started on a new skincare regimen and I am loving the results so far.,True,1.0,,achievement,0.0,I started on a new skincare regimen and I am loving the results so far.
1436,14277,11210,38952.0,1696.0,24h,"Last night I went to a Baby-shower for the (unborn) son of my godson, nice food and nice company. Happy music and games for everyone.",True,2.0,,affection,1.0,Happy music and games for everyone.
1186,25138,20536,48322.0,214.0,24h,"My happiest moment is my college days,because weekly two or three days we bunk the class and go to film, beach any resort. this is my happiest moment.",True,2.0,enjoy_the_moment,enjoy_the_moment,0.0,"My happiest moment is my college days,because weekly two or three days we bunk the class and go to film, beach any resort."
786,195350,99750,127971.0,3079.0,24h,"Happy Events Management Company is known for its creative and innovative event planning in Rajasthan. Company stands in Jodhpur since 2004. Company has professional team and coordinator for unique approach in each and every event to make it memorable forever. Our dedication is totally committed to successful event management and client satisfaction.
",True,4.0,,achievement,0.0,Happy Events Management Company is known for its creative and innovative event planning in Rajasthan.
1227,30364,25238,53049.0,5782.0,24h,"I finished a busy front loaded week when I took a test, allowing me to be able to rest up, take a nap, and unload my fatigue.",True,1.0,,achievement,0.0,"I finished a busy front loaded week when I took a test, allowing me to be able to rest up, take a nap, and unload my fatigue."
458,44819,36525,64401.0,308.0,3m,I became good friends with one of my coworkers.,True,1.0,,bonding,0.0,I became good friends with one of my coworkers.
484,44223,36076,63949.0,3229.0,3m,I went to a concert with my boyfriend and had a great time. ,True,1.0,,affection,0.0,I went to a concert with my boyfriend and had a great time.
750,13219,10376,38114.0,169.0,24h,I spent the day yesterday with friends. We had a really good time in the city and had a great dinner. ,True,2.0,,bonding,1.0,We had a really good time in the city and had a great dinner.
983,151850,63417,91418.0,8362.0,3m,"I was spending some time trying to learn Python, a programming language. Although I consider myself a bit of a nerd, I am seriously lacking in computer knowledge. Although the functions I was learning were rather simple, it made me feel rather happy to say that I was learning something I was passionate about.",True,3.0,,achievement,0.0,"I was spending some time trying to learn Python, a programming language."
512,28962,24034,51840.0,4791.0,24h,My daughters had good doctors appointment today.,True,1.0,,achievement,0.0,My daughters had good doctors appointment today.
1096,156575,67210,95242.0,418.0,3m,I took a test for STDs and the results came back negative.,True,1.0,,achievement,0.0,I took a test for STDs and the results came back negative.
263,7333,5918,33637.0,29.0,24h,"I learned there's a big snowstorm coming, and I love snow!",True,1.0,,nature,0.0,"I learned there's a big snowstorm coming, and I love snow!"
1275,136448,50710,78648.0,8558.0,3m,"A month ago, my best friend texted that she was expecting her second child. She had difficulty conceiving for a long time and gave birth to a baby boy 2 years ago. We weren't sure if or how hard it would be for her to get pregnant again. I was ecstatic when she told me she was pregnant again.",True,4.0,affection,affection,2.0,We weren't sure if or how hard it would be for her to get pregnant again.
970,155616,66453,94478.0,1045.0,3m,We were able to get a good deal done on my wife's car and start a new lease.,True,1.0,,achievement,0.0,We were able to get a good deal done on my wife's car and start a new lease.
623,56246,45306,73226.0,11794.0,3m,An event that made me happy over the last three months was to able to find time to finish the books that i have been wanting to read for so long. i found time to enjoy my favorite hobby.,True,2.0,,achievement,1.0,i found time to enjoy my favorite hobby.
475,190086,95540,123740.0,671.0,24h,one day suddenly my wife given sudden surprise .that day i am very happy.,True,1.0,,affection,1.0,that day i am very happy.
598,10443,8313,36044.0,6906.0,24h,"I got a call from my friend that he is getting out of mental institution early. He has bi-pollar and he has been dealing with it for the past 20 years. His hospitalization came as a suprise as he was more sick this time then ever. So when I heard he was getting out, that made me happy.",True,4.0,,bonding,3.0,"So when I heard he was getting out, that made me happy."
423,38558,31981,59832.0,2044.0,3m,I bought a new bike which is my long time dream. I feel accomplished after bought this and went for a long ride.,True,2.0,,achievement,1.0,I feel accomplished after bought this and went for a long ride.
135,184943,91147,119323.0,76.0,24h,I bought a new car for my  father.,True,1.0,,achievement,0.0,I bought a new car for my  father.
112,162909,72605,100679.0,273.0,3m,Closing on our new house. It is a two apartment home. My Mom is moving in one apartment and I am in the other. ,True,3.0,,affection,0.0,Closing on our new house.
872,192899,97769,125981.0,10570.0,24h,I found out the my car will be ready from Carvana this Saturday - my first ever car.,True,1.0,,achievement,0.0,I found out the my car will be ready from Carvana this Saturday - my first ever car.
1014,18622,14889,42654.0,2106.0,24h,"Tonight I went to the gym, this made me happy because working out and being at the gym makes me feel good about myself. ",True,1.0,,exercise,0.0,"Tonight I went to the gym, this made me happy because working out and being at the gym makes me feel good about myself."
1410,139499,53227,81170.0,681.0,3m,"Yesterday 12:30 I was checking emails and sending replies for that emails, that time my friend john was came to home and he asked me you should help me. I said yeah sure I will help you. He asked me my laptop for his project presentation yes I closed my email accounts and told him to take my laptop and when complete your project work then give to me. He was shocked and told hey now you're checking emails but when I asked you suddenly closed emails account and ready to help me. You're great!! I'm so lucky have you, thank you. I love our friendship and your respect of friendship. I was happy and replied hey don't think serious I'm your friend I should help you.",True,8.0,,bonding,5.0," I'm so lucky have you, thank you."
235,193383,98213,126429.0,2521.0,24h,I completed all laundry and household chores early leaving the weekend free.,True,1.0,,achievement,0.0,I completed all laundry and household chores early leaving the weekend free.
471,192484,97421,125630.0,2251.0,24h,I bought and installed a new air conditioner.,True,1.0,,achievement,0.0,I bought and installed a new air conditioner.
1174,33188,27682,55508.0,5241.0,24h,I was expecting a call from my not friend since we had a little controversy. Today I got a call from him. That made me very happy.,True,3.0,,bonding,0.0,I was expecting a call from my not friend since we had a little controversy.
1430,163226,72870,100946.0,1095.0,3m,"Yet, for those of us who have lived abroad, this is simply the way it is.

The first time I experienced what experts call ""Reverse Culture Shock"" was after returning home from a Year Abroad Program in Galway, Ireland. My home town, which before had given me a sense of comfort and belonging, upon returning seemed stifling and bereft of warmth. I moved about my days feeling that something was missing but I had no idea what it could be. I eventually came face to face with the starling reality that my home would never, ever again feel the same as it had before. I had sealed my fate the moment I had boarded that plane the year before.

I don't think there is really any way to describe this feeling to those who haven't experienced it themselves.  It's a little like free-falling.  It feels as if we are floating aimlessly on restless waters.  We feel distinctly ungrounded",True,10.0,,enjoy_the_moment,1.0,"

The first time I experienced what experts call ""Reverse Culture Shock"" was after returning home from a Year Abroad Program in Galway, Ireland."
540,196119,100251,128478.0,4623.0,24h,"Father's day should be a happy event, but it's a given that the folks of Albert Square (EastEnders, BBC One) will have a miserable time as this week's helpings ...Whether it was the birth of her nephewathe happy event that prompted her to start running in the first placeaor the death of her beloved first ...",False,1.0,,affection,1.0,Whether it was the birth of her nephewathe happy event that prompted her to start running in the first place or the death of her beloved first .
749,20476,16437,44207.0,144.0,24h,I past 24 hours i went for an interview. There are more than 200 people we came for the interview.Out of 200 i got selected. That felt me made so happy.,True,3.0,,achievement,2.0,Out of 200 i got selected.
1167,165871,75114,103202.0,40.0,3m,"Two months before i went shopping mall for purchase home need things. That day suddenly i saw my school friend kevin, we spoke lot and discussed about school days memories. Finally we started the purchase, i have added many of things in my cart and he also added in his cart, finally we have waited in bill counter queue, That time my friend asked me ""i will pay the bill"". But i said hey no. I will pay my bill, you will pay my bill, my friend doesn't agreed!. He compels me. Finally he pays my bill. I was happy because i saved money, so this saved money will help me do help to poor peoples food and education. That's great idea. I was very happy for saved money. Thank you so much kevin.",True,11.0,,bonding,7.0,"I was happy because i saved money, so this saved money will help me do help to poor peoples food and education."
909,174468,81975,110090.0,9293.0,24h,I watched our Middle and High School's Spring Music concert.  My daughter is in the 6th grade band.  The show was wonderful as the kids are very talented.  I really enjoyed myself and it made me happy that my daughter is involved in such a wonderful music department.,True,4.0,,affection,2.0, The show was wonderful as the kids are very talented.
1246,164905,74245,102328.0,1246.0,3m,Went out with my girlfriend the other night and had a blast. ,True,1.0,affection,affection,0.0,Went out with my girlfriend the other night and had a blast.
1148,46818,38079,65965.0,691.0,3m,I performed well in an acting showcase in front of industry professionals.,True,1.0,,achievement,0.0,I performed well in an acting showcase in front of industry professionals.
977,148434,60534,88518.0,522.0,3m,I had famous dim sum with my wife after work for dinner.,True,1.0,affection,affection,0.0,I had famous dim sum with my wife after work for dinner.
1433,165403,74710,102795.0,652.0,3m,Several coworkers surprised me with well-wishes for my upcoming surgery.,True,1.0,,bonding,0.0,Several coworkers surprised me with well-wishes for my upcoming surgery.
1360,20293,16301,44071.0,127.0,24h,I received a friend request from a long-lost friend on facebook! ,True,1.0,,bonding,0.0,I received a friend request from a long-lost friend on facebook!
104,153954,65127,93143.0,3684.0,3m,I received a nice tax return this year.,True,1.0,,achievement,0.0,I received a nice tax return this year.
1453,173123,80848,108958.0,60.0,3m,I ran a mile faster today than I ever have and keeping improving my time to make it quicker.,True,1.0,,exercise,0.0,I ran a mile faster today than I ever have and keeping improving my time to make it quicker.
693,179721,86528,114674.0,936.0,24h,"Today at work, our employer bought the entire office pizza for lunch.  I was able to eat free today!",True,2.0,,achievement,1.0, I was able to eat free today!
421,2371,2085,29770.0,371.0,24h,I made plans to see my mom and aunt in the coming weeks. I'm excited to see them after a few months away.,True,2.0,,affection,1.0,I'm excited to see them after a few months away.
269,25449,20793,48580.0,2404.0,24h,My girlfriend calling and telling me she loved me before she went to bed.,True,1.0,,affection,0.0,My girlfriend calling and telling me she loved me before she went to bed.
1408,55862,45018,72938.0,829.0,3m,"I scheduled a doctors appointment, that I have been putting off for a year.",True,1.0,,achievement,0.0,"I scheduled a doctors appointment, that I have been putting off for a year."
160,57672,46376,74299.0,305.0,3m,I received a hand written thank you letter from one of the highest managers in my organization. The letter said that my hard work was being noticed.,True,2.0,,achievement,1.0,The letter said that my hard work was being noticed.
633,42839,35008,62874.0,244.0,3m,I was happy when I was granted an interview for a job I want.,True,1.0,,achievement,0.0,I was happy when I was granted an interview for a job I want.
738,144633,57515,85486.0,1817.0,3m,My friend invited me over to see her granddaughter and I got to hold her and make her laugh. ,True,1.0,,bonding,0.0,My friend invited me over to see her granddaughter and I got to hold her and make her laugh.
1014,18622,14889,42654.0,2106.0,24h,"Tonight I went to the gym, this made me happy because working out and being at the gym makes me feel good about myself. ",True,1.0,,exercise,0.0,"Tonight I went to the gym, this made me happy because working out and being at the gym makes me feel good about myself."
493,193893,98653,126870.0,9612.0,24h,Going home and addressing my bed bug issue.,True,1.0,,enjoy_the_moment,0.0,Going home and addressing my bed bug issue.
279,15229,11984,39730.0,39.0,24h,Yesterday i went to my kids school and the teached remarked that my child was very active and obedient and i was very happy and in the evening i brought my kid a present after hearing the teacher comments.,True,1.0,,affection,0.0,Yesterday i went to my kids school and the teached remarked that my child was very active and obedient and i was very happy and in the evening i brought my kid a present after hearing the teacher comments.
508,37520,31255,59103.0,352.0,3m,"My dad present me a new smart phone surprisingly on my birthday i was so excited.I cant forget that day in my life,that was my first surprise given by my dad.  ",True,1.0,,affection,0.0,My dad present me a new smart phone surprisingly on my birthday i was so excited.
896,26931,22144,49936.0,688.0,24h,"I got to stay home and relax, which is really important as an introvert so I was very happy.",True,1.0,,enjoy_the_moment,0.0,"I got to stay home and relax, which is really important as an introvert so I was very happy."
1454,174717,82162,110277.0,3777.0,24h,"We visited a secluded beach and we were the only people there, it was magical! ",True,1.0,,enjoy_the_moment,0.0,"We visited a secluded beach and we were the only people there, it was magical!"
1159,28528,23625,51425.0,7485.0,24h,I experienced happiness today when my significant other called and told me that he may have found a better job.,True,1.0,,achievement,0.0,I experienced happiness today when my significant other called and told me that he may have found a better job.
780,146218,58732,86708.0,1599.0,3m,"I have a favorite pair of pants/shirt I like to where, but I was unsure if I had washed them. So I was really happy to find I indeed did wash them and was able to wear them that very day.",True,2.0,,achievement,1.0,So I was really happy to find I indeed did wash them and was able to wear them that very day.
910,43690,35705,63573.0,8051.0,3m,I felt happy when my boyfriend came home from his work trip. He had been away for a month and I was missing him a lot. So.when he came home I was so happy to see him.,True,3.0,,affection,0.0,I felt happy when my boyfriend came home from his work trip.
1258,162532,72293,100366.0,549.0,3m,I did the laundry that has been piling up for almost 1 week.,True,1.0,,achievement,0.0,I did the laundry that has been piling up for almost 1 week.
1489,49218,39923,67816.0,12537.0,3m,"This might seem a bit absurd, but a happy moment that occurred recently was when some hard work paid off. I've recently been working on my lawn and put lots of hours into getting new seed to grow. Over the past few days the seedlings began to sprout. That made me feel food.",True,4.0,,achievement,2.0,Over the past few days the seedlings began to sprout.
382,147907,60111,88093.0,882.0,3m,I listened to some music I enjoy.,True,1.0,,leisure,0.0,I listened to some music I enjoy.
933,26644,21896,49687.0,5399.0,24h,I signed on a large new client at work Monday and were already most of the way through integration. Will help me a lot financially and give me a lot more freedom.,True,2.0,,achievement,0.0,I signed on a large new client at work Monday and were already most of the way through integration.
